scenario_id,scenario_role,line_number,timestamp,stream_id,src_ip,dst_ip,service,control_object,control_action,ctl_num,origin_identifier,final_tag,protocol_reasons,stat_reasons,anomaly_score,supervised_is_anomaly,meta_fusion_score,meta_prediction,sequence_branch_score,sequence_positive_prediction,review_label,keep_for_training,review_notes
scenario_0038,context,43094,2026-02-14T07:07:27.398298,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,core,43103,2026-02-14T07:07:34.700260,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,report_without_matching_write,interarrival_outlier,70.0,1,,,,,,,
scenario_0038,core,43104,2026-02-14T07:07:34.862275,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0038,context,43105,2026-02-14T07:07:34.866179,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,context,43122,2026-02-14T07:07:44.872686,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,context,43123,2026-02-14T07:07:44.947838,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,core,43132,2026-02-14T07:07:45.561733,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_ctlnum_regression;report_without_matching_write,,50.0,1,,,,,,,
scenario_0038,context,43135,2026-02-14T07:07:45.999100,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,core,43136,2026-02-14T07:07:46.499779,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0038,core,43137,2026-02-14T07:07:48.105763,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,payload_size_outlier,84.73,1,,,,,,,
scenario_0038,context,43157,2026-02-14T07:07:58.117682,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,context,43158,2026-02-14T07:07:58.132323,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,context,43175,2026-02-14T07:08:08.207980,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0038,context,43176,2026-02-14T07:08:08.267547,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56579,2026-02-14T09:07:47.951585,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56580,2026-02-14T09:07:47.957441,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56616,2026-02-14T09:07:57.966814,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56617,2026-02-14T09:07:58.024397,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,core,56650,2026-02-14T09:08:07.849938,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,interarrival_outlier,100.0,1,,,,,,,
scenario_0039,context,56651,2026-02-14T09:08:08.291083,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,core,56653,2026-02-14T09:08:08.789403,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0039,core,56657,2026-02-14T09:08:10.393604,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0039,context,56674,2026-02-14T09:08:20.400469,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56675,2026-02-14T09:08:20.454147,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,core,56678,2026-02-14T09:08:21.671203,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0039,context,56679,2026-02-14T09:08:21.810770,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,core,56680,2026-02-14T09:08:21.872255,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0039,context,56697,2026-02-14T09:08:31.886957,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56698,2026-02-14T09:08:31.933804,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56716,2026-02-14T09:08:41.950106,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0039,context,56717,2026-02-14T09:08:41.953034,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74298,2026-02-14T11:37:50.896617,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74299,2026-02-14T11:37:50.900521,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74319,2026-02-14T11:38:00.626626,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,SBOw,130.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0040,context,74320,2026-02-14T11:38:00.652976,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,core,74321,2026-02-14T11:38:00.654929,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,interarrival_outlier,100.0,1,,,,,,,
scenario_0040,context,74324,2026-02-14T11:38:04.153652,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,Oper,130.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0040,context,74326,2026-02-14T11:38:04.208303,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74328,2026-02-14T11:38:04.229774,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74329,2026-02-14T11:38:04.237581,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74349,2026-02-14T11:38:14.280092,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74350,2026-02-14T11:38:14.284970,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74353,2026-02-14T11:38:17.172689,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,SBOw,131.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0040,context,74354,2026-02-14T11:38:17.179521,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,core,74355,2026-02-14T11:38:17.182449,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0040,context,74368,2026-02-14T11:38:19.908084,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,Oper,131.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0040,context,74369,2026-02-14T11:38:19.915894,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74370,2026-02-14T11:38:20.312143,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74371,2026-02-14T11:38:20.794508,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74373,2026-02-14T11:38:22.335293,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0040,context,74374,2026-02-14T11:38:22.357739,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,payload_size_outlier,5.87,1,,,,,,,
scenario_0041,context,85916,2026-02-14T13:11:46.060344,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85917,2026-02-14T13:11:46.128663,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85936,2026-02-14T13:11:55.630288,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,SBOw,132.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0041,context,85937,2026-02-14T13:11:55.638095,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,core,85938,2026-02-14T13:11:55.652736,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,report_without_matching_write,interarrival_outlier,70.0,1,,,,,,,
scenario_0041,context,85941,2026-02-14T13:11:58.881208,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,Oper,132.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0041,context,85942,2026-02-14T13:11:58.892919,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85945,2026-02-14T13:11:59.264769,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85946,2026-02-14T13:11:59.732267,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85949,2026-02-14T13:12:01.331869,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85950,2026-02-14T13:12:01.369933,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85951,2026-02-14T13:12:01.381646,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85972,2026-02-14T13:12:11.348187,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85973,2026-02-14T13:12:11.353065,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85974,2026-02-14T13:12:11.672214,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,SBOw,133.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0041,context,85975,2026-02-14T13:12:11.680997,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,core,85976,2026-02-14T13:12:11.691733,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_ctlnum_regression;report_without_matching_write,,50.0,1,,,,,,,
scenario_0041,context,85989,2026-02-14T13:12:16.678060,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,Oper,133.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0041,context,85990,2026-02-14T13:12:16.692701,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85991,2026-02-14T13:12:16.732716,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85992,2026-02-14T13:12:16.778587,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0041,context,85993,2026-02-14T13:12:16.794203,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0042,context,97166,2026-02-14T14:42:42.820172,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,0.6990032191373016,0.0,0.30821884,0.0,,,
scenario_0042,context,97167,2026-02-14T14:42:42.867994,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,0.8515615606301543,0.0,0.33227703,0.0,,,
scenario_0042,context,97171,2026-02-14T14:42:47.859858,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,SBOw,134.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999699434496536,1.0,0.997405,1.0,,,
scenario_0042,context,97172,2026-02-14T14:42:47.869618,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.999969930097404,1.0,0.99893516,1.0,,,
scenario_0042,core,97173,2026-02-14T14:42:47.871570,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,report_without_matching_write,interarrival_outlier,70.0,1,0.9999999980769784,1.0,0.9992951,1.0,,,
scenario_0042,context,97188,2026-02-14T14:42:50.968509,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,Oper,134.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.999969193837525,1.0,0.99943584,1.0,,,
scenario_0042,context,97189,2026-02-14T14:42:51.015355,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999700419183704,1.0,0.9994797,1.0,,,
scenario_0042,context,97190,2026-02-14T14:42:51.025115,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999678719172546,1.0,0.9994431,1.0,,,
scenario_0042,context,97191,2026-02-14T14:42:51.056346,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999698087828156,1.0,0.99941707,1.0,,,
scenario_0042,context,97211,2026-02-14T14:43:01.065706,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9999624589166952,1.0,0.9992316,1.0,,,
scenario_0042,context,97212,2026-02-14T14:43:01.075465,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9998246618396952,1.0,0.99915063,1.0,,,
scenario_0042,context,97215,2026-02-14T14:43:04.703445,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,SBOw,135.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999491147306454,1.0,0.9993869,1.0,,,
scenario_0042,context,97216,2026-02-14T14:43:04.713204,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.999968791530942,1.0,0.9993641,1.0,,,
scenario_0042,core,97217,2026-02-14T14:43:04.728819,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_ctlnum_regression;report_without_matching_write,,50.0,1,0.9999999993132208,1.0,0.99947053,1.0,,,
scenario_0042,context,97220,2026-02-14T14:43:07.769126,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,Oper,135.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999703347883956,1.0,0.9995351,1.0,,,
scenario_0042,context,97221,2026-02-14T14:43:07.827684,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999700445201825,1.0,0.99952304,1.0,,,
scenario_0042,context,97222,2026-02-14T14:43:08.219273,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702126469626,1.0,0.99945694,1.0,,,
scenario_0042,context,97225,2026-02-14T14:43:08.608689,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702055145088,1.0,0.99942553,1.0,,,
scenario_0042,context,97237,2026-02-14T14:43:10.187825,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702102379512,1.0,0.99935895,1.0,,,
scenario_0042,context,97238,2026-02-14T14:43:10.193681,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,payload_size_outlier,5.87,1,0.9999782255879708,1.0,0.99943084,1.0,,,
scenario_0042,context,97247,2026-02-14T14:43:18.337763,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,SBOw,136.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999644591302208,1.0,0.999488,1.0,,,
scenario_0042,context,97248,2026-02-14T14:43:18.342642,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999637035863488,1.0,0.99945754,1.0,,,
scenario_0042,core,97249,2026-02-14T14:43:18.350450,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_ctlnum_regression;report_without_matching_write,,50.0,1,0.9999999992315716,1.0,0.9995147,1.0,,,
scenario_0042,context,97262,2026-02-14T14:43:21.366228,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q0CSWI1$CO$Pos,Oper,136.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999703003467972,1.0,0.9995561,1.0,,,
scenario_0042,context,97263,2026-02-14T14:43:21.398435,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999698830924768,1.0,0.99955446,1.0,,,
scenario_0042,context,97264,2026-02-14T14:43:21.401363,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999700923450424,1.0,0.99950695,1.0,,,
scenario_0042,context,97265,2026-02-14T14:43:21.445282,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999689958668436,1.0,0.99943644,1.0,,,
scenario_0042,context,97266,2026-02-14T14:43:21.450162,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999690207843868,1.0,0.9993599,1.0,,,
scenario_0042,context,97276,2026-02-14T14:43:29.814329,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,WRITE,E03A103_CTRL/Q1CSWI1$CO$Pos,SBOw,137.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999678973431276,1.0,0.99952376,1.0,,,
scenario_0042,core,97277,2026-02-14T14:43:29.822136,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,failed-control,last_appl_error,,45.0,1,0.999999997918824,1.0,0.99944776,1.0,,,
scenario_0042,context,97278,2026-02-14T14:43:29.824088,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999329097482084,1.0,0.99942386,1.0,,,
scenario_0042,context,97298,2026-02-14T14:43:39.829839,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,interarrival_outlier,13.82,1,0.999894876406317,1.0,0.9993973,1.0,,,
scenario_0042,context,97299,2026-02-14T14:43:39.881565,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,13.81,1,0.9993210256123296,1.0,0.99917775,1.0,,,
scenario_0042,context,97319,2026-02-14T14:43:49.870330,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9957303761985364,1.0,0.9989716,1.0,,,
scenario_0043,context,105974,2026-02-14T15:54:02.271786,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,context,105975,2026-02-14T15:54:02.275691,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,context,105995,2026-02-14T15:54:12.142013,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,context,105996,2026-02-14T15:54:12.197645,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,core,105997,2026-02-14T15:54:12.743621,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,report_ctlnum_regression;report_without_matching_write,interarrival_outlier,75.0,1,,,,,,,
scenario_0043,core,105998,2026-02-14T15:54:12.840244,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0043,context,106018,2026-02-14T15:54:22.882685,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,context,106019,2026-02-14T15:54:22.886590,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,context,106039,2026-02-14T15:54:32.859672,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0043,context,106040,2026-02-14T15:54:32.862600,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0044,context,106141,2026-02-14T15:55:23.037211,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0044,context,106142,2026-02-14T15:55:23.122628,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0044,context,106162,2026-02-14T15:55:32.973681,10.0.19.39:56638-10.0.19.49:102,10.0.19.39,10.0.19.49,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0044,context,106163,2026-02-14T15:55:32.978561,10.0.19.39:56638-10.0.19.49:102,10.0.19.49,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
